IncidentID,CreatedAt,DateKey,Hour,DistrictKey,CategoryKey,Subcategory,ChannelKey,TeamKey,Priority,Status,AssignedAt,ResolvedAt,ResponseHours,ResolutionHours,SLATargetHours,SLAMet,IsRepeat,RepeatGroupID,WasReopened,SatisfactionScore,Latitude,Longitude,DataClass
SYN-018738,2026-01-31 15:54:00,20260131,15,2,7,Fence issue,3,40,Medium,Resolved,2026-01-31 16:14:06,2026-02-04 04:53:36,0.93,84.99,96,True,True,15331,False,,24.440686,39.606973,Synthetic
SYN-018739,2026-01-31 16:05:00,20260131,16,5,5,Unsafe structure,1,27,Medium,Resolved,2026-01-31 16:09:39,2026-02-03 02:08:21,0.22,58.06,72,True,False,18303,False,4.0,24.456253,39.540373,Synthetic
SYN-018740,2026-01-31 16:17:00,20260131,16,2,1,Overflowing container,4,3,Low,Resolved,2026-01-31 16:36:50,2026-02-01 06:55:16,0.92,14.64,28,True,False,18304,False,,24.450925,39.632547,Synthetic
SYN-018741,2026-01-31 16:21:00,20260131,16,3,2,Drainage issue,6,10,Medium,Resolved,2026-01-31 16:32:37,2026-02-04 04:50:18,0.54,84.49,72,False,False,18305,False,3.0,24.46036,39.644593,Synthetic
SYN-018742,2026-01-31 16:23:00,20260131,16,4,1,Street cleanliness,2,3,Medium,Resolved,2026-01-31 16:35:41,2026-02-01 03:04:50,0.59,10.7,24,True,False,18306,False,4.0,24.418779,39.536283,Synthetic
SYN-018743,2026-01-31 16:31:00,20260131,16,12,8,Unlicensed vendor,3,45,High,Resolved,2026-01-31 16:42:35,2026-02-01 02:45:32,0.54,10.24,9,False,False,18307,False,4.0,24.440169,39.556927,Synthetic
SYN-018744,2026-01-31 16:40:00,20260131,16,3,4,Unauthorized occupation,1,21,Low,Resolved,2026-01-31 16:49:54,2026-02-01 09:29:14,0.46,16.82,28,True,False,18308,False,4.0,24.473799,39.653569,Synthetic
SYN-018745,2026-01-31 16:43:00,20260131,16,3,3,Irrigation leak,1,15,Low,Resolved,2026-01-31 17:11:11,2026-02-03 19:17:31,1.31,74.58,57,False,False,18309,False,3.0,24.44247,39.623113,Synthetic
SYN-018746,2026-01-31 16:45:00,20260131,16,4,1,Waste accumulation,5,4,Medium,Resolved,2026-01-31 17:01:06,2026-02-01 12:49:22,0.75,20.07,24,True,False,18310,False,,24.431468,39.570185,Synthetic
SYN-018747,2026-01-31 17:00:00,20260131,17,2,2,Road obstruction,1,10,Low,Resolved,2026-01-31 17:12:39,2026-02-04 19:54:03,0.59,98.9,85,False,False,18311,False,4.0,24.447722,39.60604,Synthetic
SYN-018748,2026-01-31 17:00:00,20260131,17,3,4,Outdoor display,4,21,Medium,Resolved,2026-01-31 17:14:35,2026-02-01 10:54:54,0.68,17.92,24,True,False,18312,False,,24.479179,39.650681,Synthetic
SYN-018749,2026-01-31 17:03:00,20260131,17,6,1,Waste accumulation,2,3,Medium,Resolved,2026-01-31 17:10:27,2026-02-01 10:20:23,0.34,17.29,24,True,False,18313,False,,24.508598,39.617487,Synthetic
SYN-018750,2026-01-31 17:05:00,20260131,17,2,4,Outdoor display,1,21,Medium,Resolved,2026-01-31 17:30:21,2026-02-01 08:18:57,1.17,15.23,24,True,False,18314,False,4.0,24.426976,39.633828,Synthetic
SYN-018751,2026-01-31 17:09:00,20260131,17,12,2,Pothole,6,9,Low,Resolved,2026-01-31 17:21:26,2026-02-03 13:40:54,0.58,68.53,85,True,False,18315,False,,24.436514,39.575787,Synthetic
SYN-018752,2026-01-31 17:14:00,20260131,17,1,5,Facility damage,2,27,Medium,Resolved,2026-01-31 17:24:51,2026-02-03 12:35:01,0.5,67.35,72,True,False,18316,False,5.0,24.473758,39.613402,Synthetic
SYN-018753,2026-01-31 17:14:00,20260131,17,1,3,Tree maintenance,1,15,Medium,Resolved,2026-01-31 17:31:48,2026-02-02 03:21:28,0.82,34.12,48,True,False,18317,False,,24.468253,39.606119,Synthetic
SYN-018754,2026-01-31 17:34:00,20260131,17,6,7,Fence issue,2,39,Medium,Resolved,2026-01-31 17:40:55,2026-02-02 20:11:03,0.32,50.62,96,True,False,18318,False,,24.494498,39.60012,Synthetic
SYN-018755,2026-01-31 17:38:00,20260131,17,1,2,Pothole,2,9,Medium,Resolved,2026-01-31 18:05:08,2026-02-04 00:28:50,1.26,78.85,72,False,False,18319,False,4.0,24.474228,39.608,Synthetic
SYN-018756,2026-01-31 17:46:00,20260131,17,9,3,Damaged landscaping,1,15,Medium,Resolved,2026-01-31 18:11:18,2026-02-01 20:53:53,1.17,27.13,48,True,False,18320,False,,24.427264,39.632287,Synthetic
SYN-018757,2026-01-31 17:49:00,20260131,17,1,6,Electrical cabinet,1,33,Low,Resolved,2026-01-31 17:58:09,2026-02-02 07:54:59,0.42,38.1,28,False,False,18321,False,4.0,24.459685,39.599498,Synthetic
SYN-018758,2026-01-31 17:51:00,20260131,17,6,1,Waste accumulation,6,3,Low,Resolved,2026-01-31 18:11:49,2026-02-01 11:46:00,0.96,17.92,28,True,False,18322,False,,24.502507,39.613474,Synthetic
SYN-018759,2026-01-31 17:53:00,20260131,17,3,1,Street cleanliness,1,3,High,Resolved,2026-01-31 18:04:44,2026-02-01 07:43:18,0.54,13.84,17,True,True,13768,False,,24.460112,39.656428,Synthetic
SYN-018760,2026-01-31 18:05:00,20260131,18,6,3,Park cleanliness,5,15,Low,Resolved,2026-01-31 18:29:33,2026-02-01 21:09:22,1.14,27.07,57,True,False,18323,False,,24.490594,39.63314,Synthetic
SYN-018761,2026-01-31 18:14:00,20260131,18,11,2,Pothole,5,10,High,Resolved,2026-01-31 18:29:58,2026-02-02 00:56:57,0.74,30.72,52,True,True,16911,False,,24.500197,39.586558,Synthetic
SYN-018762,2026-01-31 18:24:00,20260131,18,7,5,Facility damage,1,28,Medium,Resolved,2026-01-31 18:36:59,2026-02-03 03:39:51,0.6,57.26,72,True,False,18324,False,4.0,24.491112,39.641972,Synthetic
SYN-018763,2026-01-31 18:26:00,20260131,18,7,1,Overflowing container,1,3,Medium,Resolved,2026-01-31 18:58:33,2026-02-01 09:57:22,1.51,15.52,24,True,True,17104,False,5.0,24.49923,39.638329,Synthetic
SYN-018764,2026-01-31 18:38:00,20260131,18,1,8,Hygiene concern,1,46,Medium,Resolved,2026-01-31 19:05:54,2026-02-01 09:23:32,1.29,14.76,12,False,False,18325,False,,24.465884,39.605336,Synthetic
SYN-018765,2026-01-31 18:38:00,20260131,18,1,4,Outdoor display,6,22,Medium,Resolved,2026-01-31 18:58:56,2026-02-02 07:33:29,0.97,36.92,24,False,False,18326,False,,24.465589,39.611897,Synthetic
SYN-018766,2026-01-31 18:52:00,20260131,18,1,6,Safety hazard,7,34,Low,Resolved,2026-01-31 19:13:50,2026-02-01 19:18:38,1.01,24.44,28,True,True,17445,False,,24.465535,39.607139,Synthetic
SYN-018767,2026-01-31 18:52:00,20260131,18,4,3,Tree maintenance,7,16,Medium,Resolved,2026-01-31 19:10:20,2026-02-02 01:55:15,0.85,31.05,48,True,False,18327,False,5.0,24.452074,39.564758,Synthetic
SYN-018768,2026-01-31 19:17:00,20260131,19,1,3,Park cleanliness,7,15,High,Resolved,2026-01-31 20:33:25,2026-02-01 20:30:34,3.54,25.23,35,True,False,18328,False,,24.471378,39.610863,Synthetic
SYN-018769,2026-01-31 19:19:00,20260131,19,11,4,Outdoor display,5,22,Medium,Resolved,2026-01-31 19:45:32,2026-02-01 12:32:27,1.23,17.22,24,True,False,18329,False,5.0,24.516615,39.592834,Synthetic
SYN-018770,2026-01-31 19:24:00,20260131,19,3,1,Street cleanliness,2,4,Low,Resolved,2026-01-31 19:36:03,2026-02-01 12:11:07,0.56,16.79,28,True,True,16991,False,5.0,24.457239,39.662529,Synthetic
SYN-018771,2026-01-31 19:34:00,20260131,19,7,3,Irrigation leak,7,16,Medium,Resolved,2026-01-31 19:47:54,2026-02-02 11:40:53,0.64,40.11,48,True,False,18330,False,,24.495884,39.614008,Synthetic
SYN-018772,2026-01-31 19:43:00,20260131,19,12,5,Unsafe structure,1,27,Medium,Resolved,2026-01-31 20:04:01,2026-02-02 22:46:36,0.97,51.06,72,True,False,18331,False,,24.433013,39.608326,Synthetic
SYN-018773,2026-01-31 19:43:00,20260131,19,1,3,Park cleanliness,2,16,Medium,Resolved,2026-01-31 20:00:38,2026-02-02 20:52:41,0.82,49.16,48,False,False,18332,False,,24.468078,39.62066,Synthetic
SYN-018774,2026-01-31 19:45:00,20260131,19,4,1,Missed collection,1,3,Medium,Resolved,2026-01-31 19:51:15,2026-02-01 11:04:08,0.29,15.32,24,True,False,18333,False,,24.438444,39.569642,Synthetic
SYN-018775,2026-01-31 19:53:00,20260131,19,9,3,Park cleanliness,5,16,Medium,Resolved,2026-01-31 20:07:13,2026-02-03 05:42:42,0.66,57.83,48,False,False,18334,False,,24.43951,39.649461,Synthetic
SYN-018776,2026-01-31 19:58:00,20260131,19,1,1,Missed collection,2,3,Low,Resolved,2026-01-31 21:22:39,2026-02-02 08:38:43,3.92,36.68,28,False,False,18335,False,,24.465269,39.606227,Synthetic
SYN-018777,2026-01-31 20:00:00,20260131,20,2,3,Irrigation leak,2,16,Low,Resolved,2026-01-31 20:19:30,2026-02-02 02:24:20,0.9,30.41,57,True,False,18336,False,,24.439993,39.63052,Synthetic
SYN-018778,2026-01-31 20:00:00,20260131,20,10,1,Waste accumulation,3,4,Low,Resolved,2026-01-31 20:07:46,2026-02-01 15:56:32,0.36,19.94,28,True,False,18337,False,,24.480276,39.591465,Synthetic
SYN-018779,2026-01-31 20:06:00,20260131,20,12,6,Exposed cable,3,34,Low,Resolved,2026-01-31 20:22:51,2026-02-01 20:42:00,0.78,24.6,28,True,False,18338,False,5.0,24.438396,39.593738,Synthetic
SYN-018780,2026-01-31 20:08:00,20260131,20,12,4,Signage issue,1,21,Low,Resolved,2026-01-31 20:17:49,2026-02-01 17:43:01,0.46,21.58,28,True,True,7255,False,4.0,24.443765,39.578189,Synthetic
SYN-018781,2026-01-31 20:08:00,20260131,20,7,1,Street cleanliness,1,4,Medium,Resolved,2026-01-31 20:12:49,2026-02-01 11:39:44,0.22,15.53,24,True,False,18339,False,,24.495938,39.642692,Synthetic
SYN-018782,2026-01-31 20:10:00,20260131,20,1,5,Public amenity issue,2,27,Medium,Resolved,2026-01-31 20:32:48,2026-02-03 18:10:46,1.06,70.01,72,True,False,18340,False,4.0,24.471196,39.61868,Synthetic
SYN-018783,2026-01-31 20:14:00,20260131,20,7,5,Facility damage,1,27,Medium,Resolved,2026-01-31 20:26:26,2026-02-02 19:02:03,0.58,46.8,72,True,False,18341,False,4.0,24.487297,39.619619,Synthetic
SYN-018784,2026-01-31 20:16:00,20260131,20,7,4,Signage issue,1,21,Medium,Resolved,2026-01-31 20:49:05,2026-02-01 16:32:26,1.53,20.27,24,True,False,18342,False,,24.50796,39.647212,Synthetic
SYN-018785,2026-01-31 20:21:00,20260131,20,1,6,Exposed cable,1,34,Medium,Resolved,2026-01-31 20:37:25,2026-02-02 01:24:07,0.76,29.05,24,False,False,18343,False,4.0,24.473115,39.616161,Synthetic
SYN-018786,2026-01-31 20:33:00,20260131,20,12,4,Outdoor display,1,21,High,Resolved,2026-01-31 21:11:20,2026-02-01 13:02:17,1.78,16.49,17,True,False,18344,False,5.0,24.419423,39.560516,Synthetic
SYN-018787,2026-01-31 20:35:00,20260131,20,9,6,Exposed cable,5,33,High,Resolved,2026-01-31 20:53:26,2026-02-01 18:07:47,0.85,21.55,17,False,True,13795,False,3.0,24.440838,39.642674,Synthetic
SYN-018788,2026-01-31 20:43:00,20260131,20,3,4,Unauthorized occupation,6,22,Medium,Resolved,2026-01-31 20:49:56,2026-02-01 21:41:30,0.32,24.98,24,False,False,18345,False,,24.441232,39.640542,Synthetic
SYN-018789,2026-01-31 20:49:00,20260131,20,11,6,Exposed cable,2,33,High,Resolved,2026-01-31 21:00:14,2026-02-01 07:09:20,0.52,10.34,17,True,False,18346,False,,24.500997,39.589024,Synthetic
SYN-018790,2026-01-31 20:52:00,20260131,20,2,7,Vacant land waste,1,39,Critical,Resolved,2026-01-31 21:15:54,2026-02-02 05:54:47,1.11,33.05,53,True,False,18347,False,5.0,24.447996,39.610145,Synthetic
SYN-018791,2026-01-31 20:53:00,20260131,20,1,8,Location violation,3,46,Low,Resolved,2026-01-31 21:07:14,2026-02-01 10:40:21,0.66,13.79,14,True,False,18348,False,,24.4603,39.611524,Synthetic
SYN-018792,2026-01-31 21:00:00,20260131,21,9,1,Street cleanliness,2,3,Medium,Resolved,2026-01-31 21:11:15,2026-02-01 12:26:23,0.52,15.44,24,True,False,18349,False,4.0,24.450188,39.648698,Synthetic
SYN-018793,2026-01-31 21:07:00,20260131,21,3,1,Waste accumulation,2,4,Low,Resolved,2026-01-31 21:12:54,2026-02-01 11:55:13,0.27,14.8,28,True,False,18350,False,,24.464828,39.62889,Synthetic
SYN-018794,2026-01-31 21:09:00,20260131,21,8,1,Overflowing container,7,3,Medium,Resolved,2026-01-31 21:20:46,2026-02-01 11:57:50,0.55,14.81,24,True,False,18351,False,,24.465981,39.662776,Synthetic
SYN-018795,2026-01-31 21:11:00,20260131,21,4,1,Overflowing container,1,3,High,Resolved,2026-01-31 21:20:20,2026-02-01 09:16:25,0.43,12.09,17,True,False,18352,False,,24.421635,39.544804,Synthetic
SYN-018796,2026-01-31 21:12:00,20260131,21,1,2,Drainage issue,4,10,Medium,Resolved,2026-01-31 22:00:38,2026-02-03 14:05:25,2.25,64.89,72,True,True,18255,False,,24.45436,39.606159,Synthetic
SYN-018797,2026-01-31 21:17:00,20260131,21,4,2,Drainage issue,1,9,High,Resolved,2026-01-31 22:06:50,2026-02-02 21:28:18,2.31,48.19,52,True,False,18353,False,5.0,24.415366,39.555523,Synthetic
SYN-018798,2026-01-31 21:18:00,20260131,21,12,1,Street cleanliness,2,4,Low,Resolved,2026-01-31 21:34:29,2026-02-01 20:11:59,0.76,22.9,28,True,False,18354,False,,24.428079,39.554826,Synthetic
SYN-018799,2026-01-31 21:27:00,20260131,21,12,6,Streetlight outage,2,33,Low,Resolved,2026-01-31 21:50:16,2026-02-01 16:55:12,1.08,19.47,28,True,False,18355,False,5.0,24.425493,39.575235,Synthetic
SYN-018800,2026-01-31 21:33:00,20260131,21,7,1,Street cleanliness,1,4,Low,Resolved,2026-01-31 22:07:51,2026-02-01 21:35:20,1.61,24.04,28,True,False,18356,False,5.0,24.488163,39.646339,Synthetic
SYN-018801,2026-01-31 21:36:00,20260131,21,2,3,Tree maintenance,7,15,Medium,Resolved,2026-01-31 21:49:08,2026-02-02 18:15:48,0.61,44.66,48,True,False,18357,False,5.0,24.442289,39.615154,Synthetic
SYN-018802,2026-01-31 21:40:00,20260131,21,2,3,Damaged landscaping,2,16,Medium,Resolved,2026-01-31 22:07:22,2026-02-03 03:31:14,1.27,53.85,48,False,False,18358,False,4.0,24.426585,39.619134,Synthetic
SYN-018803,2026-01-31 21:53:00,20260131,21,4,6,Streetlight outage,5,34,High,Resolved,2026-01-31 22:15:24,2026-02-01 21:41:54,1.04,23.82,17,False,False,18359,False,2.0,24.421817,39.555009,Synthetic
SYN-018804,2026-01-31 21:55:00,20260131,21,1,1,Missed collection,2,3,Medium,Resolved,2026-01-31 22:14:11,2026-02-01 12:50:44,0.89,14.93,24,True,False,18360,False,,24.463051,39.611002,Synthetic
SYN-018805,2026-01-31 22:08:00,20260131,22,4,1,Overflowing container,7,3,Low,Resolved,2026-01-31 22:23:04,2026-02-01 21:36:31,0.7,23.48,28,True,False,18361,False,4.0,24.433526,39.549456,Synthetic
SYN-018806,2026-01-31 22:31:00,20260131,22,12,4,Outdoor display,1,21,Low,Resolved,2026-01-31 22:38:01,2026-02-02 08:33:06,0.33,34.04,28,False,False,18362,False,4.0,24.428541,39.577825,Synthetic
SYN-018807,2026-01-31 22:35:00,20260131,22,1,1,Missed collection,4,3,Medium,Resolved,2026-02-01 00:17:09,2026-02-01 15:05:02,4.73,16.5,24,True,True,18136,True,4.0,24.467802,39.615131,Synthetic
SYN-018808,2026-01-31 22:44:00,20260131,22,1,3,Irrigation leak,6,15,Medium,Resolved,2026-01-31 23:22:45,2026-02-02 23:09:07,1.79,48.42,48,False,False,18363,False,4.0,24.456998,39.611595,Synthetic
SYN-018809,2026-01-31 22:44:00,20260131,22,5,6,Streetlight outage,3,34,High,Resolved,2026-01-31 22:54:31,2026-02-01 11:57:27,0.49,13.22,17,True,False,18364,False,,24.447461,39.544206,Synthetic
SYN-018810,2026-01-31 23:04:00,20260131,23,4,7,Abandoned equipment,1,42,Low,Resolved,2026-01-31 23:38:33,2026-02-03 22:02:43,1.6,70.98,113,True,False,18365,False,5.0,24.428483,39.557881,Synthetic
SYN-018811,2026-01-31 23:24:00,20260131,23,1,8,Congestion,1,48,Medium,Resolved,2026-01-31 23:55:37,2026-02-01 11:38:21,1.46,12.24,12,False,False,18366,True,,24.480006,39.616215,Synthetic
SYN-018812,2026-01-31 23:31:00,20260131,23,7,1,Missed collection,3,5,High,Resolved,2026-01-31 23:42:21,2026-02-01 16:49:12,0.53,17.3,17,False,False,18367,False,3.0,24.483393,39.634992,Synthetic
SYN-018813,2026-02-01 00:28:00,20260201,0,1,1,Waste accumulation,5,5,Critical,Resolved,2026-02-01 00:41:46,2026-02-01 09:03:29,0.64,8.59,13,True,False,18368,False,5.0,24.463991,39.61894,Synthetic
SYN-018814,2026-02-01 00:39:00,20260201,0,3,1,Waste accumulation,2,5,Medium,Resolved,2026-02-01 01:04:30,2026-02-01 14:18:58,1.18,13.67,24,True,False,18369,True,,24.450762,39.654555,Synthetic
SYN-018815,2026-02-01 00:52:00,20260201,0,8,2,Road obstruction,5,12,Medium,Resolved,2026-02-01 01:02:02,2026-02-02 23:43:09,0.46,46.85,72,True,False,18370,True,5.0,24.478294,39.650476,Synthetic
SYN-018816,2026-02-01 00:58:00,20260201,0,9,5,Accessibility issue,2,29,Low,Resolved,2026-02-01 01:07:18,2026-02-03 01:20:20,0.43,48.37,85,True,False,18371,False,5.0,24.4394,39.63578,Synthetic
SYN-018817,2026-02-01 01:30:00,20260201,1,8,1,Missed collection,7,6,Low,Resolved,2026-02-01 01:38:47,2026-02-02 02:57:23,0.41,25.46,28,True,False,18372,False,3.0,24.465896,39.634152,Synthetic
SYN-018818,2026-02-01 01:32:00,20260201,1,1,2,Road obstruction,5,12,High,Resolved,2026-02-01 01:55:05,2026-02-03 01:44:27,1.07,48.21,52,True,False,18373,False,4.0,24.461791,39.596346,Synthetic
SYN-018819,2026-02-01 01:37:00,20260201,1,2,5,Accessibility issue,3,29,Low,Resolved,2026-02-01 02:07:34,2026-02-03 08:22:35,1.42,54.76,85,True,False,18374,False,5.0,24.448466,39.633482,Synthetic
SYN-018820,2026-02-01 01:46:00,20260201,1,6,1,Missed collection,4,5,Medium,Resolved,2026-02-01 02:04:25,2026-02-02 02:07:52,0.85,24.36,24,False,False,18375,False,4.0,24.487231,39.620223,Synthetic
SYN-018821,2026-02-01 01:56:00,20260201,1,4,6,Electrical cabinet,3,36,Medium,Resolved,2026-02-01 02:10:56,2026-02-02 03:52:34,0.69,25.94,24,False,False,18376,False,,24.418616,39.56896,Synthetic
SYN-018822,2026-02-01 02:10:00,20260201,2,9,5,Accessibility issue,4,30,Low,Resolved,2026-02-01 02:16:47,2026-02-04 23:50:56,0.31,93.68,85,False,False,18377,False,4.0,24.456314,39.659421,Synthetic
SYN-018823,2026-02-01 02:21:00,20260201,2,1,1,Waste accumulation,2,6,Medium,Resolved,2026-02-01 02:33:04,2026-02-01 15:06:58,0.56,12.77,24,True,False,18378,False,,24.454086,39.616411,Synthetic
SYN-018824,2026-02-01 02:58:00,20260201,2,12,4,Sidewalk obstruction,1,24,High,Resolved,2026-02-01 03:06:33,2026-02-01 12:19:19,0.4,9.36,17,True,False,18379,False,,24.437992,39.555537,Synthetic
SYN-018825,2026-02-01 03:19:00,20260201,3,7,6,Electrical cabinet,7,35,Medium,Resolved,2026-02-01 03:51:50,2026-02-02 02:55:09,1.52,23.6,24,True,False,18380,False,,24.495772,39.643091,Synthetic
SYN-018826,2026-02-01 03:55:00,20260201,3,10,3,Tree maintenance,1,18,Low,Resolved,2026-02-01 04:16:21,2026-02-03 00:52:45,0.99,44.96,57,True,False,18381,False,,24.490487,39.595393,Synthetic
SYN-018827,2026-02-01 04:01:00,20260201,4,8,1,Waste accumulation,7,6,Medium,Resolved,2026-02-01 04:20:51,2026-02-02 01:04:24,0.92,21.06,24,True,False,18382,False,,24.466249,39.648991,Synthetic
SYN-018828,2026-02-01 04:40:00,20260201,4,8,4,Outdoor display,1,24,Medium,Resolved,2026-02-01 04:51:21,2026-02-01 21:18:18,0.53,16.64,24,True,False,18383,False,5.0,24.485145,39.655722,Synthetic
SYN-018829,2026-02-01 05:13:00,20260201,5,1,4,Unauthorized occupation,2,24,Low,Resolved,2026-02-01 05:23:20,2026-02-02 00:41:41,0.48,19.48,28,True,False,18384,False,5.0,24.464564,39.612193,Synthetic
SYN-018830,2026-02-01 05:14:00,20260201,5,5,3,Irrigation leak,2,18,Medium,Resolved,2026-02-01 05:22:05,2026-02-02 23:29:36,0.37,42.26,48,True,True,12369,False,3.0,24.459062,39.543188,Synthetic
SYN-018831,2026-02-01 05:14:00,20260201,5,4,3,Irrigation leak,3,17,Medium,Resolved,2026-02-01 05:27:16,2026-02-02 06:23:36,0.61,25.16,48,True,False,18385,False,5.0,24.42152,39.546531,Synthetic
SYN-018832,2026-02-01 05:16:00,20260201,5,12,6,Streetlight outage,2,35,Medium,Resolved,2026-02-01 05:30:19,2026-02-01 21:35:19,0.66,16.32,24,True,False,18386,False,4.0,24.437357,39.546452,Synthetic
SYN-018833,2026-02-01 05:31:00,20260201,5,11,6,Electrical cabinet,2,36,Medium,Resolved,2026-02-01 05:34:45,2026-02-02 08:30:14,0.17,26.99,24,False,False,18387,False,,24.512258,39.577685,Synthetic
SYN-018834,2026-02-01 05:43:00,20260201,5,5,2,Road obstruction,6,11,Medium,Resolved,2026-02-01 05:53:40,2026-02-03 01:04:25,0.49,43.36,72,True,False,18388,False,4.0,24.462471,39.558962,Synthetic
SYN-018835,2026-02-01 05:50:00,20260201,5,1,2,Damaged pavement,2,12,Medium,Resolved,2026-02-01 06:04:20,2026-02-03 07:11:55,0.66,49.37,72,True,False,18389,False,,24.462689,39.607025,Synthetic
SYN-018836,2026-02-01 05:59:00,20260201,5,2,2,Drainage issue,1,12,Medium,Resolved,2026-02-01 06:03:50,2026-02-03 15:15:06,0.22,57.27,72,True,False,18390,False,5.0,24.428303,39.63144,Synthetic
SYN-018837,2026-02-01 06:10:00,20260201,6,4,5,Facility damage,2,29,Low,Resolved,2026-02-01 06:28:52,2026-02-04 14:43:40,0.87,80.56,85,True,False,18391,False,5.0,24.42009,39.565469,Synthetic
SYN-018838,2026-02-01 06:12:00,20260201,6,6,3,Park cleanliness,2,17,Medium,Resolved,2026-02-01 06:26:26,2026-02-02 10:11:02,0.67,27.98,48,True,False,18392,False,,24.50149,39.617483,Synthetic
SYN-018839,2026-02-01 06:29:00,20260201,6,3,5,Unsafe structure,7,29,Medium,Resolved,2026-02-01 06:36:39,2026-02-03 01:17:00,0.35,42.8,72,True,False,18393,False,4.0,24.457096,39.642718,Synthetic
SYN-018840,2026-02-01 06:56:00,20260201,6,7,8,Location violation,3,47,Critical,Resolved,2026-02-01 07:19:36,2026-02-01 11:50:27,1.09,4.91,7,True,False,18394,False,3.0,24.481751,39.641281,Synthetic
SYN-018841,2026-02-01 06:56:00,20260201,6,2,8,Congestion,3,48,Medium,Resolved,2026-02-01 07:12:15,2026-02-01 19:40:15,0.75,12.74,12,False,False,18395,False,5.0,24.430747,39.612097,Synthetic
SYN-018842,2026-02-01 07:03:00,20260201,7,10,1,Street cleanliness,1,2,Low,Resolved,2026-02-01 07:24:59,2026-02-03 00:38:46,1.02,41.6,28,False,False,18396,False,5.0,24.470094,39.587691,Synthetic
SYN-018843,2026-02-01 07:22:00,20260201,7,12,3,Park cleanliness,1,14,Low,Resolved,2026-02-01 07:39:06,2026-02-02 22:37:47,0.79,39.26,57,True,False,18397,False,4.0,24.435865,39.564294,Synthetic
SYN-018844,2026-02-01 07:25:00,20260201,7,7,4,Signage issue,2,19,Medium,Resolved,2026-02-01 07:55:19,2026-02-02 05:03:36,1.4,21.64,24,True,False,18398,False,5.0,24.486408,39.626093,Synthetic
SYN-018845,2026-02-01 07:27:00,20260201,7,6,1,Waste accumulation,5,1,Medium,Resolved,2026-02-01 07:36:53,2026-02-01 23:32:25,0.46,16.09,24,True,False,18399,False,,24.482323,39.622226,Synthetic
SYN-018846,2026-02-01 07:33:00,20260201,7,3,3,Damaged landscaping,1,13,Medium,Resolved,2026-02-01 07:41:26,2026-02-03 03:58:16,0.39,44.42,48,True,False,18400,False,4.0,24.430831,39.6623,Synthetic
SYN-018847,2026-02-01 07:42:00,20260201,7,3,4,Sidewalk obstruction,4,19,Medium,Resolved,2026-02-01 07:52:10,2026-02-02 00:06:20,0.47,16.41,24,True,False,18401,False,,24.458061,39.634719,Synthetic
SYN-018848,2026-02-01 07:53:00,20260201,7,7,3,Irrigation leak,3,14,Low,Resolved,2026-02-01 08:22:40,2026-02-02 16:40:49,1.37,32.8,57,True,False,18402,False,4.0,24.502806,39.623837,Synthetic
SYN-018849,2026-02-01 08:08:00,20260201,8,9,8,Hygiene concern,1,44,Low,Resolved,2026-02-01 08:15:39,2026-02-01 16:45:39,0.35,8.63,14,True,False,18403,False,4.0,24.439305,39.623948,Synthetic
SYN-018850,2026-02-01 08:18:00,20260201,8,7,3,Park cleanliness,1,14,Medium,Resolved,2026-02-01 08:26:01,2026-02-02 10:32:26,0.37,26.24,48,True,False,18404,False,,24.503332,39.643955,Synthetic
SYN-018851,2026-02-01 08:20:00,20260201,8,2,8,Unlicensed vendor,2,43,Medium,Resolved,2026-02-01 08:24:19,2026-02-01 21:04:13,0.2,12.74,12,False,False,18405,False,2.0,24.44024,39.60369,Synthetic
SYN-018852,2026-02-01 08:37:00,20260201,8,11,1,Street cleanliness,1,2,Medium,Resolved,2026-02-01 08:42:18,2026-02-02 04:41:10,0.25,20.07,24,True,False,18406,False,4.0,24.501312,39.57757,Synthetic
SYN-018853,2026-02-01 08:53:00,20260201,8,6,1,Overflowing container,7,2,Medium,Resolved,2026-02-01 09:23:25,2026-02-02 13:45:46,1.41,28.88,24,False,False,18407,False,,24.488051,39.623754,Synthetic
SYN-018854,2026-02-01 09:01:00,20260201,9,1,4,Signage issue,1,20,Medium,Resolved,2026-02-01 09:34:31,2026-02-02 12:43:03,1.55,27.7,24,False,False,18408,False,,24.474869,39.606418,Synthetic
SYN-018855,2026-02-01 09:08:00,20260201,9,3,5,Facility damage,5,25,Low,Resolved,2026-02-01 09:16:29,2026-02-04 05:36:03,0.39,68.47,85,True,False,18409,False,4.0,24.447742,39.644196,Synthetic
SYN-018856,2026-02-01 09:10:00,20260201,9,7,4,Signage issue,7,20,Medium,Resolved,2026-02-01 09:19:04,2026-02-02 07:03:24,0.42,21.89,24,True,False,18410,False,4.0,24.506427,39.640244,Synthetic
SYN-018857,2026-02-01 09:10:00,20260201,9,2,2,Damaged pavement,7,8,Medium,Resolved,2026-02-01 09:16:18,2026-02-02 22:10:58,0.29,37.02,72,True,False,18411,False,,24.433391,39.631109,Synthetic
SYN-018858,2026-02-01 09:17:00,20260201,9,8,6,Electrical cabinet,5,31,High,Resolved,2026-02-01 09:56:26,2026-02-02 01:46:28,1.83,16.49,17,True,False,18412,False,,24.498775,39.653391,Synthetic
